9,0,4,0,5,25,10,6,25,14,2,5,0,13,3,37,1,2,2,0,2,2,0,10
10,0,5,0,15,33,6,17,15,7,6,15,0,29,5,38,1,1,3,0,2,3,0,0
10,0,5,0,0,23,1,22,0,1,17,0,0,0,0,0,0,2,3,0,3,2,0,9
10,0,5,0,28,34,22,6,20,5,12,27,0,30,3,39,1,1,3,0,2,3,0,5
10,0,5,0,29,6,12,23,23,10,1,28,0,31,16,23,1,1,4,0,1,3,0,2
10,0,5,0,17,3,24,1,21,21,22,17,0,32,8,6,1,0,4,0,3,1,0,9
10,0,5,0,19,17,14,16,29,8,12,19,0,0,0,0,0,3,2,0,2,3,0,10
10,0,5,0,30,6,21,12,2,4,23,29,0,14,5,32,1,2,3,0,4,1,0,6
10,0,5,0,6,20,1,30,6,6,18,6,0,18,12,9,1,4,1,0,2,2,0,0
10,0,5,0,8,25,8,5,5,5,28,8,0,30,10,40,1,1,4,0,3,1,0,0
10,0,5,0,27,26,4,27,22,22,23,10,0,30,13,41,1,4,0,0,1,3,0,2
10,0,5,0,21,3,10,19,13,5,23,21,0,33,5,42,1,3,2,0,3,2,0,3
10,0,5,0,22,2,6,14,17,0,12,22,0,22,2,27,1,0,5,0,2,3,0,4
10,0,5,0,23,32,26,20,11,7,9,23,0,34,10,13,1,2,3,0,3,1,0,6
11,0,5,0,7,5,24,8,7,1,29,7,0,0,0,0,0,4,0,0,3,2,0,10
12,0,6,0,15,3,18,3,18,4,29,15,0,14,7,43,1,2,3,0,3,3,0,2
12,0,6,0,1,14,14,11,1,21,10,1,0,9,2,27,1,2,3,0,0,5,0,1
12,0,6,0,29,1,0,29,7,3,4,28,0,9,4,44,1,1,5,0,5,0,0,4
12,0,6,0,18,35,15,17,17,23,4,18,0,35,2,37,1,3,3,0,2,4,0,5
12,0,6,0,4,17,0,0,4,7,30,4,0,36,8,45,1,2,4,0,2,4,0,1
12,0,6,0,5,22,4,20,25,8,28,5,0,9,4,46,1,3,2,0,4,1,0,3
12,0,6,0,8,22,26,4,26,8,7,8,0,15,10,47,1,2,4,0,4,1,0,2
12,0,6,0,9,25,9,13,9,9,6,9,0,0,0,0,0,2,3,0,2,3,0,13
12,0,6,0,10,24,7,15,10,14,6,10,0,0,2,48,1,4,2,0,2,3,0,7
12,0,6,0,12,16,5,28,24,13,7,12,0,9,12,23,1,2,3,0,0,6,0,12
12,0,6,0,24,25,19,5,5,10,4,24,0,37,6,24,1,2,4,0,3,2,0,4
12,0,6,0,14,36,23,18,14,24,31,14,0,0,0,0,0,5,0,0,2,4,0,13
12,0,6,0,13,6,22,12,13,5,18,13,0,19,1,31,1,4,2,0,5,1,0,10
13,0,6,0,26,14,1,2,21,3,22,26,0,15,15,20,1,4,1,0,2,4,0,12
14,0,7,0,25,3,0,9,8,22,23,25,0,0,7,49,1,3,3,0,4,2,0,4
15,0,7,0,0,24,6,23,28,16,1,0,0,0,0,0,0,2,5,0,3,3,0,11
15,0,7,0,16,23,7,1,12,1,32,16,0,9,2,26,1,5,2,0,5,1,0,9
15,0,7,0,28,21,8,0,20,8,33,27,0,27,12,19,1,2,4,0,2,6,0,13
15,0,7,0,17,17,6,14,17,21,12,17,0,19,7,1,1,0,6,0,4,3,0,0
15,0,7,0,3,37,17,10,3,12,26,3,0,22,11,46,1,2,4,0,2,4,0,5
15,0,7,0,20,5,24,26,5,13,11,20,0,0,0,0,0,4,2,0,2,6,0,10
15,0,7,0,30,1,27,19,13,14,5,29,0,0,8,1,1,2,5,0,5,2,0,2
15,0,7,0,5,38,26,24,14,12,34,5,0,23,3,24,1,3,3,0,6,0,0,13
15,0,7,0,7,17,2,30,7,0,35,7,0,0,0,0,0,6,0,0,3,3,0,7
