0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,1,0,0,0,0,0,0,2
0,0,0,0,3,3,3,3,3,3,3,3,0,3,1,3,1,0,0,0,0,0,0,2
0,0,0,0,4,1,4,4,4,4,4,4,0,4,3,4,1,0,0,0,0,0,0,3
0,0,0,0,5,3,2,5,5,5,4,5,0,5,4,5,1,0,0,0,0,0,0,4
0,0,0,0,6,4,5,6,6,6,5,6,0,6,4,6,1,0,0,0,0,0,0,5
0,0,0,0,7,5,2,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,8,1,6,8,8,8,5,8,0,7,2,7,1,0,0,0,0,0,0,6
0,0,0,0,9,6,7,9,9,9,6,9,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,10,7,8,10,10,0,1,10,0,8,1,8,1,0,0,0,0,0,0,7
0,0,0,0,11,8,9,11,11,0,3,11,0,9,5,9,1,0,0,0,0,0,0,1
0,0,0,0,12,9,8,12,12,4,7,12,0,10,6,10,1,0,0,0,0,0,0,2
0,0,0,0,13,10,10,13,13,2,8,13,0,11,1,11,1,0,0,0,0,0,0,1
1,0,0,0,14,11,11,14,14,0,9,14,0,0,0,0,0,0,0,0,0,0,0,7
2,0,1,0,15,12,12,15,15,8,2,15,0,12,6,12,1,0,1,0,0,1,0,8
2,0,1,0,16,13,11,2,12,8,10,16,0,13,7,13,1,1,0,0,1,0,0,1
2,0,1,0,1,14,13,16,1,3,2,1,0,10,1,13,1,1,0,0,0,1,0,0
2,0,1,0,17,2,14,17,16,3,6,17,0,13,1,14,1,0,0,0,0,1,0,2
2,0,1,0,18,15,7,18,17,7,11,18,0,14,8,15,1,0,1,0,1,0,0,5
2,0,1,0,19,16,15,19,13,10,12,19,0,0,0,0,0,1,0,0,1,0,0,7
2,0,1,0,20,17,16,20,5,0,4,20,0,0,0,0,0,1,0,0,1,0,0,9
2,0,1,0,7,18,17,21,7,8,13,7,0,0,0,0,0,1,0,0,1,0,0,10
2,0,1,0,21,19,18,22,18,8,3,21,0,13,1,1,1,1,0,0,1,0,0,2
2,0,1,0,22,14,0,23,19,10,14,22,0,15,1,16,1,0,1,0,0,1,0,11
2,0,1,0,23,20,16,13,20,8,15,23,0,16,9,17,1,0,1,0,0,1,0,2
2,0,1,0,24,21,19,24,14,11,16,24,0,17,2,18,1,0,1,0,1,0,0,3
2,0,1,0,25,11,5,7,8,12,10,25,0,18,4,17,1,1,0,0,0,1,0,5
2,0,1,0,26,22,7,25,21,13,2,26,0,8,2,19,1,0,1,0,0,1,0,1
3,0,1,0,27,10,20,26,22,0,3,10,0,10,4,6,1,1,0,0,0,1,0,8
4,0,2,0,28,6,21,18,20,3,9,27,0,16,2,20,1,1,1,0,1,1,0,6
4,0,2,0,29,2,7,22,23,6,17,28,0,19,8,21,1,0,2,0,2,0,0,9
4,0,2,0,2,4,4,27,24,4,14,2,0,20,10,22,1,1,1,0,0,1,0,1
4,0,2,0,19,6,12,8,8,8,18,19,0,0,0,0,0,2,0,0,2,0,0,2
4,0,2,0,4,23,22,3,4,14,13,4,0,9,4,23,1,0,2,0,1,1,0,1
4,0,2,0,30,18,5,28,2,15,19,29,0,13,5,24,1,1,1,0,0,1,0,12
4,0,2,0,5,15,15,11,25,7,14,5,0,4,4,25,1,0,2,0,0,2,0,5
4,0,2,0,6,24,9,12,12,16,18,6,0,21,11,17,1,1,1,0,2,0,0,12
4,0,2,0,8,18,6,29,26,16,13,8,0,16,11,26,1,0,2,0,2,0,0,9
4,0,2,0,27,14,7,30,22,1,2,10,0,7,3,5,1,2,0,0,2,0,0,12
4,0,2,0,11,25,18,14,11,8,4,11,0,22,2,6,1,2,0,0,1,1,0,9
4,0,2,0,24,10,15,23,27,3,1,24,0,23,6,27,1,0,2,0,1,1,0,0
4,0,2,0,14,11,14,0,14,17,20,14,0,0,0,0,0,2,0,0,0,2,0,13
5,0,2,0,13,7,2,15,13,2,4,13,0,7,2,6,1,1,1,0,0,2,0,6
6,0,3,0,15,26,23,16,15,1,17,15,0,24,12,28,1,1,1,0,1,2,0,2
6,0,3,0,0,10,3,24,14,0,21,0,0,0,0,0,0,2,1,0,3,0,0,2
6,0,3,0,16,27,5,28,12,18,22,16,0,1,12,29,1,2,1,0,0,2,0,5
6,0,3,0,29,3,6,9,23,1,23,28,0,25,5,30,1,0,3,0,2,1,0,9
6,0,3,0,3,25,3,0,3,0,11,3,0,0,13,13,1,1,2,0,0,3,0,2
6,0,3,0,18,20,24,25,17,12,12,18,0,26,9,29,1,2,1,0,1,2,0,11
6,0,3,0,6,6,22,26,6,7,18,6,0,6,4,6,1,2,1,0,0,3,0,10
6,0,3,0,9,2,6,3,28,16,22,9,0,0,0,0,0,1,2,0,1,2,0,4
6,0,3,0,10,23,8,19,10,1,17,10,0,14,9,24,1,3,0,0,1,2,0,4
6,0,3,0,11,0,15,17,11,2,6,11,0,23,2,27,1,2,1,0,2,1,0,5
6,0,3,0,12,10,24,1,21,12,5,12,0,23,9,11,1,0,2,0,1,1,0,3
6,0,3,0,22,28,4,6,27,4,5,22,0,22,2,31,1,0,3,0,1,2,0,9
6,0,3,0,25,22,6,4,8,12,5,25,0,18,12,8,1,3,0,0,3,0,0,3
7,0,3,0,20,29,7,2,5,5,24,20,0,0,0,0,0,1,1,0,2,1,0,5
8,0,4,0,1,1,13,5,1,16,4,1,0,9,4,22,1,2,1,0,2,1,0,11
8,0,4,0,28,18,8,15,20,0,8,27,0,7,8,16,1,1,2,0,1,3,0,3
8,0,4,0,17,1,12,21,6,12,25,17,0,23,12,32,1,0,3,0,3,1,0,2
8,0,4,0,2,9,25,12,12,13,7,2,0,23,5,33,1,2,2,0,3,1,0,4
8,0,4,0,18,24,0,26,17,13,19,18,0,4,5,34,1,2,2,0,0,4,0,9
8,0,4,0,19,25,12,29,29,1,13,19,0,0,0,0,0,3,1,0,3,0,0,9
8,0,4,0,4,25,2,7,4,10,19,4,0,19,3,35,1,2,2,0,0,4,0,3
8,0,4,0,30,18,14,27,2,19,2,29,0,10,14,13,1,2,2,0,0,3,0,4
8,0,4,0,21,30,15,18,18,8,26,21,0,9,15,17,1,2,2,0,2,2,0,5
8,0,4,0,23,14,4,10,30,5,8,23,0,27,3,17,1,1,3,0,1,2,0,10
8,0,4,0,14,31,12,11,14,17,27,14,0,0,0,0,0,4,0,0,0,4,0,5
8,0,4,0,26,32,7,22,21,20,22,26,0,28,12,36,1,2,1,0,3,1,0,12
8,0,4,0,13,10,10,8,13,16,5,13,0,9,6,11,1,2,2,0,3,1,0,1
